ticket_id,city,issue_type,ticket_status,issue_description,rating,ticket_closed_date_time,acknowledged_at,ticket_created_date_time,ticket_last_updated_date_time,address,lat,lng,location,image
1477401,City of Somerville,Traffic & Parking- Miscellaneous,Acknowledged,Car has not been moved for 48 hrs judging by snow.,,,,02/06/2015 04:50:09 PM,02/06/2015 06:54:44 PM,,,,"(42.4017181396, -71.1276397705)",https://seeclickfix.com/files/issue_images/0028/5953/1423258816627.jpg
1477259,City of Somerville,Other - City Issues,Closed,Snow,,02/06/2015 07:21:20 PM,,02/06/2015 02:44:34 PM,02/09/2015 07:16:40 AM,,,,"(42.3788483, -71.0909675)",
1477047,City of Somerville,Other - City Issues,Closed,Sick and tired of snow and have a car that needs to be dug out. #snowcrew,,02/06/2015 07:20:56 PM,,02/06/2015 12:04:04 PM,02/06/2015 07:20:56 PM,,,,"(42.401219, -71.130699)",
1477005,City of Somerville,Snow- Request DPW to Shovel Public Property,Acknowledged,Raymond Ave has extremely limited parking - there is none available on the even-numbered side of the street.   WSNS School pickup/dropoff is very difficult and residents can't pass through.   Please send the new snow chomper to clean the even-numbered side to the curb!,,,,02/06/2015 11:28:00 AM,02/06/2015 06:41:01 PM,,,,"(42.4068606, -71.1269477)",
1476416,City of Somerville,Snow-Streets not shoveled,Closed,Ellington road has a lot of ice. Please do an ice treatment on both forks of Ellington. Also the ramp to the community bike path needs ice melting. Thanks.,,02/19/2015 09:59:49 AM,,02/06/2015 08:57:11 AM,02/19/2015 09:59:49 AM,,,,"(42.3958074, -71.1195029)",
1476535,Saugus,Snow Removal,Acknowledged,On the corner of Burrill and Hamilton St the snow banks are becoming a hazard.  We have to pull out almost past the mid point of Hamilton to see oncoming traffic. There have been more than a half dozen close calls already and there is more snow on its way.  I am just writing to ask if there is anyone who can please remove these piles to make it safer.  Thank you so much in advance,,,,02/06/2015 10:24:54 AM,02/09/2015 09:21:42 AM,,,,"(42.4639627, -70.994497)",
1477269,City of Chelsea,Snow Removal Issues-Residential,Acknowledged,Central Ave - Big Walking Route for kids who are heading to Boys & Girls Club. Please issue whatever needed so kids do not walk on street,,,,02/06/2015 02:50:29 PM,02/12/2015 12:45:07 PM,,,,"(42.388495, -71.0286352)",https://seeclickfix.com/files/issue_images/0028/5931/10942744_10204462017128191_6732283349647958360_n.jpg
1477263,City of Chelsea,Snow Removal Issues-Residential,Acknowledged,Corner of Washington and Cook AveSnow on side walk since Last week. Kids walk on streets -DANGEROUS,,,,02/06/2015 02:47:59 PM,02/12/2015 12:45:39 PM,,,,"(42.4077756, -71.0313121)",https://seeclickfix.com/files/issue_images/0028/5930/10942744_10204462017128191_6732283349647958360_n.jpg
1476540,Chicopee,Other,Open,"First plow thru cleans nice, little red pickup messes it up and leaves snow the gets compacted making it very slippery.",,,,02/06/2015 10:30:04 AM,02/06/2015 10:30:04 AM,,,,"(42.1375512209, -72.6027817317)",
1477380,Needham,Winter Weather Issues,Closed,the hydrant is in the triangle part where all of the snow is piled.  2 feet of the Hydrant flag can be seen.  Residents are concerned.,,02/20/2015 08:28:48 AM,,02/06/2015 04:31:08 PM,02/20/2015 08:28:48 AM,,,,"(42.2684026207, -71.2731319318)",
1477239,Needham,Winter Weather Issues,Closed,Resident requests that sidewalk tractor not blow snow onto driveway,,02/09/2015 01:43:51 AM,,02/06/2015 02:29:31 PM,02/09/2015 01:43:51 AM,,,,"(42.2724809446, -71.2449446079)",
1477219,Needham,Winter Weather Issues,Closed,Please remove snow bank at Grove St. onto Charles river St.  intersection. Vehicle site clearance problem.,,02/20/2015 08:29:16 AM,,02/06/2015 02:18:59 PM,02/20/2015 08:29:16 AM,,,,"(42.270735, -71.2848094)",
1476558,Needham,Winter Weather Issues,Closed,corner on woodledge at brookline is really tight - have seen accidents and many near ones - very active corner and not enough room for turns.  There is a lot of extra snow in the street right at the corner.,,02/09/2015 01:37:53 AM,,02/06/2015 10:42:45 AM,02/09/2015 01:37:53 AM,,,,"(42.2892918, -71.216135)",
1476526,Needham,Winter Weather Issues,Closed,A private contractor pushed snow up against fire hydrant near 21 Eaton Rd after the residents cleared out the hydrant.  Now it is iced over and they request help digging out the hydrant.,,02/06/2015 10:21:50 AM,,02/06/2015 10:16:38 AM,02/06/2015 10:21:50 AM,,,,"(42.279612, -71.223821)",
1476439,Needham,Winter Weather Issues,Closed,Push back snow banks on either side grant at junction to allow better visibility for motorists,,02/06/2015 12:45:08 PM,,02/06/2015 09:20:21 AM,02/06/2015 12:45:08 PM,,,,"(42.2733531047, -71.2356351213)",https://seeclickfix.com/files/issue_images/0028/5813/1423232376241.jpg
1476431,Needham,Winter Weather Issues,Closed,Need assistance to remove snow covered Fire Hydrant in front of 427 South St.,,02/12/2015 08:43:27 AM,,02/06/2015 09:14:48 AM,02/12/2015 08:43:27 AM,,,,"(42.268381, -71.224295)",
1477250,Randolph,Other,Closed,Our street is almost impassable and with another snow event coming this weekend we won't even be able to get off our street.  As it is two cars can't pass each other in front of our house.,,02/06/2015 03:04:22 PM,,02/06/2015 02:35:59 PM,02/06/2015 03:04:22 PM,,,,"(42.1857842, -71.0688869)",
1477434,Revere,Winter Weather,Acknowledged,"When getting off Rt 1 North at this exit, drivers can not see oncoming traffic on Salem St due to the snow mound being so high. This is indeed a safety hazard as an accident can easily occur in the area.",,,,02/06/2015 05:27:08 PM,02/09/2015 09:04:42 AM,,,,"(42.4373575984, -71.0202390329)",
1476539,Revere,Other - City Issues,Closed,Harley Davidson has not removed the snow on the outside perimeter/sidewalk creating hazardous conditions to get from the Linden Square bus stop to the crosswalk located on Beach Street across from Walgreens.  To access this crosswalk pedestrians must walk around a high snowbank in the street as buses and cars are turning and unable to see pedestrians.,,02/10/2015 08:24:55 AM,,02/06/2015 10:29:34 AM,02/10/2015 08:24:55 AM,,,,"(42.4188064101, -70.991166581)",
1476386,Revere,Sidewalk,Acknowledged,"The side walk is full  of snow . There is a bus stop here . When kids get dropped off they have to walk on the street wich is a very busy streets during this hours. My daughter saifd that the cras pass to close by them , Please we want our children safe!!!!Thanks",,,,02/06/2015 08:30:44 AM,02/20/2015 11:47:31 AM,,,,"(42.4186325221, -70.9872862906)",
1476347,Revere,Other - City Issues,Acknowledged,Please remove the snow bank on the corner of Eaton & Beach St.  You can't see if oncoming traffic from Beach St is coming without coming all the way out.  It's unsafe.,,,,02/06/2015 07:49:52 AM,02/17/2015 06:28:45 PM,,,,"(42.4060385675, -71.0128858133)",
1477097,Woburn,Street Maintenance,Closed,"This is our fourth complaint with this issue. Conn Street is not wide enough for two-way traffic and parked vehicles. It has become a dangerous situation with the constant trucks, other vehicles, and pedestrians that travel down this road. The snow is at LEAST three feet into the road from the curb in some areas, especially at the entryway of parking lots and driveways, where plows seem to push the snow into mounds that make the situation worse. The mounds are also huge at the intersection at Conn and Fowle Streets, making it difficult for cars who are turning onto either street, because they cannot see oncoming traffic. Sidewalks are not shoveled, either, in many parts, so pedestrians are walking on the extremely narrow roadway. In the small parts where sidewalks are cleared a tiny bit, vehicles are parking their cars on them because there is no room on the street! Currently, the street is at least half covered with slush and ice, because it seems the road is rarely even salted, as well. We understand there has been an overwhelming amount of snow these past few weeks, but it has been almost two weeks since the biggest storm and now we are expecting even more. When we were hit with a big storm two years ago, bobcats and snow removal trucks came to Conn Street almost immediately following. This past month has been far worse and residents in the area have received little to no help from the city. Are we waiting for a pedestrian to get hit and killed, or for a car collision, before we fix this issue? PLEASE send a few snow removal trucks to this area ASAP before someone gets seriously injured or even killed.",,02/09/2015 11:22:30 PM,,02/06/2015 12:40:50 PM,02/09/2015 11:22:30 PM,,,,"(42.4723498, -71.1463664)",
1476394,Haverhill,Miscellaneous,Open,The once cleared sidewalks on Montvale Avenue up to Bradford Elementary School have been plowed over in an attempt to make the street wider. Snow from the parking lot has been pushed up onto the  walk way forming an impassable snowbank. There are no safe places for kids to walk.,,,,02/06/2015 08:38:21 AM,02/06/2015 08:38:22 AM,,,,"(42.7598004, -71.0690965)",
1477017,New Bedford,Other City Issue,Acknowledged,"On Parker St in New Bedford, in-between Chancery & Shawmut. In this one block radius, there are very large piles of snow that need to be removed on the parking side of the street. We have all tried to shovel them down but have know-where to put the snow and it is all turning to ice now. Only one car can fit down this main road and large trucks are getting stuck while turning onto the block on a daily basis. Nobody can shovel out a spot to park because the piles will melt a little bit then the section turns into a sheet of ice. The piles also cause the sidewalks to becomes sheets of ice.I've noticed Front End Loaders all over the city removing piles of snow and was wondering if that can be done on our block too? Seeing as it is more of a main road and it is used by Middle School and High School traffic all week, I am hoping this will be a priority. I've been watching kids struggle to stay on the sidewalk due to the piles of snow and a lot of them end up having to walk in the road. I pray that they don't get hit by a car! I've seen comments from the DPI stating that cleaning up the school areas are the first priority. If that is true then our area should be on that list of priorities since it is one of the busiest main roads to both the middle and high school.  I've already spoken to the neighbors and everyone is willing to move their vehicles so the whole side can be plowed. Thank you for taking the time to read this message. Please let me know ASAP when you can get us some help so we can move vehicles.",,,,02/06/2015 11:35:26 AM,02/06/2015 01:53:43 PM,,,,"(41.6433464938, -70.9386541307)",https://seeclickfix.com/files/issue_images/0028/5867/Snow_Removal_4_edited.jpg
1477315,Town of Grafton,Other,Acknowledged,the snow bank at the end of church street looking at pleasant street is very high (I understand about the snow) but Im in an SUV and I couldn't even see over it unless I was almost in the lane of on coming traffic. This morning I almost got hit simply because I couldn't see over it and I had to merge out. DPW has done a good job so far with all the snow. this intersection is already really bad.,,,,02/06/2015 03:28:02 PM,02/13/2015 01:21:09 PM,,,,"(42.1936087, -71.6983895)",
1477214,Town of Grafton,Other,Acknowledged,"The Road Base at the dead-end of Farnum St. is in serious need of Repair (In the Spring of course) as year after year of Plowing ALL the snow to the end of the street has ripped up the Asphalt.  The last 30-40 ft of the Asphalt is gone, and the edge where it currently ends is crumbling from the Plows and Salt.  As a result, vehicles that turn around in the dead end get stuck all the time, including the Postman, UPS, and cars that mistakenly come up the street, not realizing it's a dead-end.  Please Repair as soon as the weather permits?",,,,02/06/2015 02:16:37 PM,02/06/2015 02:39:39 PM,,,,"(42.177765, -71.70249)",
1477177,Town of Grafton,Other,Acknowledged,The angle of the corner is hard enough to see around.  Mulitple people in the neighborhood have been in near accidents with the people traveling south on Old Westborough Road while turning out of Sotckwell Farm.  A car slammed into the snow banking avoiding my car trying to take the turn.  Please push back the piles on both sides.  There are no obstacles to do this.,,,,02/06/2015 01:44:08 PM,02/06/2015 01:54:50 PM,,,,"(42.232019796, -71.6669125099)",
1477174,Town of Grafton,Other,Acknowledged,"The snow banks at the end of Jay street when turning into Brigham Hill Rd are too high, especially to the left hand side when exiting Jay. The traffic coming over Brigham hill is unable to be seen unless you're halfway into the road and with the cars traveling at high rates coming down the hill it poses a danger. Also, there is a fire hydrant at 2 Jay St that is not visible I would dig it out but physically am not able. Thank you for all your hard work.",,,,02/06/2015 01:41:49 PM,02/06/2015 03:03:22 PM,,,,"(42.2248122796, -71.7242418577)",
1477636,Salem,Snow/Ice on Sidewalk,Closed,"The section of sidewalk between the driveway of 164 North St and the fence bordering 162 North St has not been shoveled at all since the blizzard last week. It is completely impassable, forcing pedestrians to walk in the traffic lane from there all the way to the corner of Orne St (162 North HAS been shoveled, but the end of their walk where it borders on 164 has no outlet into the street -- the only way in is on the corner of Orne St).",,02/19/2015 10:29:47 AM,,02/06/2015 08:57:54 PM,02/19/2015 10:29:47 AM,,,,"(42.5294345, -70.9048375)",
1477608,Salem,Snow/Ice on Street,Acknowledged,"In front of my house the plow trucks piled all the snow blocking my walkways. They plowed in the sand bucket that the city placed and we physically can not remove the snow. In the same area, the snow is pulled so high that we cannot see traffic coming at you from Marlborough road. I have pictures but the site is not allowing me too upload them",,,,02/06/2015 08:16:54 PM,02/09/2015 09:31:36 AM,,,,"(42.5141006, -70.9262934)",
1477325,Salem,Snow/Ice on Street,Closed,"Street is a sheet of ice from top to bottom, road needs treatment so emergency vehicles can make it up the hill",,02/09/2015 09:30:36 AM,,02/06/2015 03:37:47 PM,02/09/2015 09:30:36 AM,,,,"(42.5216897, -70.9167547)",
1477272,Salem,Snow/Ice on Sidewalk,Closed,,,02/19/2015 10:29:40 AM,,02/06/2015 02:52:58 PM,02/19/2015 10:29:40 AM,,,,"(42.5170370002, -70.905201)",https://seeclickfix.com/files/issue_images/0028/5932/1423252357657.jpg
1477270,Salem,Snow/Ice on Street,Acknowledged,"Forrester St is extremely narrow, almost too narrow to pass in the vicinity of #25, and also down near the church.  Large vehicles actually hit the snow banks trying to get around parked cars, which has knocked loose snow into the street and made travel even more difficult.",,,,02/06/2015 02:50:55 PM,02/10/2015 12:27:31 PM,,,,"(42.5245794, -70.8858372)",
1477095,Salem,Snow/Ice on Street,Acknowledged,Constituent reports that entering and exiting Vista Avenue is dangerous because there is not enough room at the end of the street for two cars. Marlborough Road is an extremely busy street and pedestrians and drivers need a clear view to enter and exit.,,,,02/06/2015 12:39:34 PM,02/06/2015 01:37:33 PM,,,,"(42.5091871, -70.9280722)",
1476985,Salem,Snow/Ice on Street,Acknowledged,Every winter we usually get a bin of sand placed at the end of Saunders street to help with the ice that builds up on the street. Our road is now a complete sheet of ice with cars spinning out several times a day. It would be really helpful for us to be able to spread sand on the road as needed to help us out - especially those without 4-wheel drive. Thanks!!,,,,02/06/2015 11:14:57 AM,02/06/2015 12:11:11 PM,,,,"(42.5292301374, -70.8919527954)",
1476514,Salem,"Missed Trash, Recycling or Yard Waste",Closed,"Whole street us picked up but mine was missed, must have not seen it due to the snow.",,02/18/2015 08:36:31 AM,,02/06/2015 10:10:22 AM,02/18/2015 08:36:31 AM,,,,"(42.525861, -70.910172)",
1476485,Salem,"Missed Trash, Recycling or Yard Waste",Closed,"Trash and recycling has NEVER been picked up at the entire section of Pickman St, towards Winter St. The section near Collins Cove before Pleasant St, has gotten plowed, and trucks are able to get through the street in that section, but not here. Since the city has NEVER...yes....NEVER plowed this section of Pickman street, near 3 Pickman, no cars and trucks can get through. It was NOT plowed at all during the January 27th storm when we got over 3 feet of snow. It was NEVER plowed when we got another 20 inches after that.  It remains UNPLOWED, and what little WAS taken off the street is what neighbors were forced to do ON THEIR OWN! I have sent in 10 reports, and even more, to the mayor's office. NONE of my complaints were acknowledged. Trash continues to pile up...8 large bins overflowing outside....and many many many recycable bins remain on top of the snow piles, as no trucks can get through tocome pick them up. With over 2 weeks of complaints, and another big storm this weekend, it will result in contacting the fire department, since this is such a huge safety violation.",,02/12/2015 07:29:10 AM,,02/06/2015 09:49:36 AM,02/12/2015 07:45:07 PM,,,,"(42.5259913, -70.8896652)",
1476470,Salem,Snow/Ice on Street,Closed,"This is my 10th report. I have 5 others to the Mayor's office as well. NONE have been ackowledged. I live at 3 Pickman St. This area of Pickman St has NEVER been plowed. That's right....NEVER. When we had that 3 plus feet of snow last January 27th, NO ONE CAME to plow. The ONLY area of Pickman street was was plowed is the area from Collins Cove towards Pleasant St. They stop as soon as they come to the intersection. I called, wrote multiple reports here and to the mayor's office as well as the DPS. Absolutely NONE of them were ackowledged. I kept writing and calling for 2 weeks, since the same happened when we had another 20 incjes on top of that the following week. Again, none of my reports, calls and complaints were ever ackowledged. With another foot of snow coming this weekend, it will result in another week of being ignored. With no one able to get through the street, there has been ZERO trash pickups and ZERO recycable bins collected. I do not own teh property I live at, and must assume the landlord has done nothing to help. That has resulted in rotting trash, piling up to about 8 large overflowing trash sitting outside. It is beyond ridiculous and I intend to inform the fire department, as it is a large problem for breaking safety/violation codes.",,02/06/2015 11:22:25 AM,,02/06/2015 09:38:37 AM,02/06/2015 11:22:25 AM,,,,"(42.5259913, -70.8896652)",
1476464,Salem,Snow/Ice on Street,Acknowledged,"Our street has had a abnormally large snow pile since the blizzard last week. This pile is the result of Jefferson Crossing plowing the snow from their side of the street to the residential side. We have tried to remove as much as we can but the pile, which is approximately 8-10 feet wide and 5 feet high, is unmovable by hand and is now frozen. This pile has also caused issues with us being able to enter and exit the house, and a lack of trash pick up for the past two weeks. The spot we cleared to exit the house and place trash has become a parking spot for a non resident for the past week making things even more difficult. Please send some equipment to clean this area up while there are clean up efforts going around the city, and before the next snowfall comes. This is the second time that I have reported this issue with no resolutions. Thank you for your attention to this matter.",,,,02/06/2015 09:35:45 AM,02/09/2015 06:48:41 AM,,,,"(42.5258816177, -70.8928745767)",https://seeclickfix.com/files/issue_images/0028/5819/image.jpeg
1476428,Salem,Other - City Issues,Closed,"The 7 - 9 am parking restriction on the odd side of the street near 107 - 109 Loring Ave is usually overlooked by the police, but now with the snow, tickets need to be issued and maybe even towing. Traffic is backing up beyond the forest river because the queue can't form correctly. It's clearly posted and visible multiple times.",,02/06/2015 09:57:14 AM,,02/06/2015 09:11:13 AM,02/06/2015 10:46:10 PM,,,,"(42.4992269552, -70.8954513073)",
1476310,Salem,Snow/Ice on Street,Acknowledged,"We have less than 1/4 tank of oil, and the oil service truck can not get close enough to the house. We live at the end of a dead-end street (Ash St.) and the snow from the two storms has been pushed to the end of the street blocking our driveway and back down the street 25 yards making it impossible for the oil delivery truck to reach us. Cars illegally parked on the street also make it impossible for the delivery truck to reach us. I've shoveled as much as I can but I am 67 and can't do much more or clear enough snow on my own. We've called the DPW to report the problem and the need for a front-end loader and snow removal but we were told it would be a long, long time. Problem is, we are running out of time and oil. Can you help us? Thank you. -- Richard",,,,02/06/2015 05:57:00 AM,02/06/2015 05:37:01 PM,,,,"(42.5236678, -70.8946731)",https://seeclickfix.com/files/issue_images/0028/5775/742px-Bessie_Monroe_House.jpg
1476309,Salem,Snow/Ice on Street,Acknowledged,People keep getting stuck on this one spot in the road in particular. There is a large amount of snow in the middle of the street and all cars bottom out on it. Just in the past 10 minutes I've heard two cars get stuck here.,,,,02/06/2015 05:56:13 AM,02/06/2015 10:01:23 AM,,,,"(42.5182418, -70.8918008)",
1477323,City of Everett,Snow Removal,Closed,"Failure to remove any snow from sidewalk.Theres is a path that has been created only by people walking on it.There are many elderly and disabled people who rely on that side walk to get to the bus stop that have to walk in the street. Extremely Slippery,and have seen a number of people fall or almost fall.",,02/09/2015 10:12:33 AM,,02/06/2015 03:35:38 PM,02/09/2015 10:12:33 AM,,,,"(42.4182843, -71.0505204)",
1476412,City of Everett,Snow Removal,Closed,Sidewalk not shoveled.,,02/12/2015 01:10:06 PM,,02/06/2015 08:51:43 AM,02/12/2015 01:10:06 PM,,,,"(42.4043928, -71.0647556)",
1478450,Malden,Snow on Sidewalks,Closed,"On Cedar, single families and duplexes have pretty much shoveled. Commercial have pushed theirs into a wall so high a residence would have trouble clearing them. Two properties on the odd side including great big brown, and on the even side the great big apartment house. Please assess fines.",,02/10/2015 06:55:29 PM,,02/07/2015 08:46:56 PM,02/10/2015 06:56:20 PM,,,,"(42.4281721628, -71.0761535851)",
1478446,Malden,Snow on Sidewalks,Closed,sidewalks are not clear on the corner at this house,,02/14/2015 10:53:05 AM,,02/07/2015 08:31:07 PM,02/14/2015 10:53:05 AM,,,,"(42.429511, -71.064487)",
1478443,Malden,Snow on Sidewalks,Closed,this is one of many corner houses that only shovels one street. I have a corner house and shovel both streets plus I have a dog and walking him is hard enough without dodging cars,,02/11/2015 04:14:29 PM,,02/07/2015 08:28:33 PM,02/11/2015 08:03:38 PM,,,,"(42.429571, -71.06391)",
1478419,Malden,Snow on Streets,Closed,The snow banks on Fellsway East are blocking an entire lane of the street on both sides.,,02/07/2015 08:17:46 PM,,02/07/2015 07:53:48 PM,02/07/2015 08:41:04 PM,,,,"(42.4360303651, -71.082698832)",
1478318,Malden,Snow on Sidewalks,Closed,"60, 62, 68 division st sidewalk remain untouched, homeowners never clean snow from sidewalk. Must walk in street with my daughter and she almost fell, It's very dangerous walk and dodge the cars at the same time. Please advise owner's it's very unsafe. Thanks",,02/13/2015 10:28:12 AM,,02/07/2015 05:47:39 PM,02/13/2015 10:28:12 AM,,,,"(42.4350935, -71.0511531)",
1477966,Malden,Snow on Streets,Closed,Gleason St. is in desperate need of salt or grit. It's a hill and at least two cars get stuck every day now that it is covered in ice. Cars and property on this road are in danger of being damaged by out of control vehicles. There are also parts of this block where no sidewalk exists (not that it wasn't shoveled- there is really no sidewalk) and so it is hazardous for pedestrians as well.,,02/07/2015 03:08:38 PM,,02/07/2015 01:49:46 PM,02/08/2015 12:54:24 AM,,,,"(42.4250964, -71.066163)",
1477957,Malden,Snow on Streets,Closed,,,02/08/2015 06:55:50 PM,,02/07/2015 01:32:49 PM,02/08/2015 06:55:50 PM,,,,"(42.4319581, -71.0748285)",
1477942,Malden,Snow on Streets,Acknowledged,"If possible, please knock the plow banks back a few feet at the top of Blomerth Street. Having difficulty getting out of my driveway, might not be able to after the next storm.",,,,02/07/2015 01:20:10 PM,02/07/2015 02:32:09 PM,,,,"(42.439396, -71.084887)",https://seeclickfix.com/files/issue_images/0028/6152/20150207_131615.jpg
1477936,Malden,Snow on Streets,Acknowledged,Please start doing something about the dangerous conditions in the city before someone is killed or hurt by a car!!!!,,02/08/2015 06:55:46 PM,,02/07/2015 01:01:02 PM,02/08/2015 11:00:20 PM,,,,"(42.4319581, -71.0748285)",
1477894,Malden,Snow on Streets,Closed,"15 Holyoke Street, sidewalk has not been shoveled",,02/14/2015 11:03:03 AM,,02/07/2015 12:21:20 PM,02/14/2015 11:03:03 AM,,,,"(42.4238441, -71.0624864)",
1477890,Malden,Snow on Streets,Closed,"18 Phillips Street, the sidewalk has not been shoveled",,02/14/2015 11:03:03 AM,,02/07/2015 12:19:25 PM,02/14/2015 11:03:03 AM,,,,"(42.4243625757, -71.0632507625)",
1477858,Malden,Snow on Sidewalks,Closed,"60/62 and 68  at Division St, Two storms and the sidewalks haven't been touched, there is a very tall snow pile at their sidewalk and we have more snow on the way. I am a elderly and I use every day this side walk to go to my work and I am forced to walk in the traffic, which can be very dangerous. Please help asap. Thank you.",,02/14/2015 09:32:58 AM,,02/07/2015 11:46:44 AM,02/14/2015 09:32:58 AM,,,,"(42.4350935, -71.0511531)",
1477806,Malden,Snow on Streets,Closed,Maurice street at the topic the hill is a slippery mess. Trucks have avoided coming up it mostly due to the incline. Needs additional cleanup.,,02/07/2015 01:17:59 PM,,02/07/2015 10:44:47 AM,02/07/2015 02:33:16 PM,,,,"(42.437565, -71.086573)",
1477792,Malden,Snow on Streets,Closed,,,02/07/2015 01:17:58 PM,,02/07/2015 10:33:29 AM,02/07/2015 01:17:58 PM,,,,"(42.4333393, -71.0730731)",
1477779,Malden,Snow on Sidewalks,Closed,The house at 342 Medford Street Malden MA 02148 never cleans their sidewalk making it very difficult for pedestrians to walk during the winter as they have to get in the street in order to do so.,,02/07/2015 02:08:24 PM,,02/07/2015 10:18:06 AM,02/07/2015 02:08:24 PM,,,,"(42.4175682068, -71.0797958374)",https://seeclickfix.com/files/issue_images/0028/6067/1423322228367.jpg
1477756,Malden,Snow on Streets,Closed,,,02/07/2015 01:17:42 PM,,02/07/2015 09:05:51 AM,02/07/2015 01:17:43 PM,,,,"(42.4210318, -71.068382)",
1477707,Malden,Snow on Sidewalks,Closed,Sidewalk not cleaned at all- no entrance to get from street to sidewalk when crossing over rockland street.. School zone!! Or 10 feet outside of the zone,,02/07/2015 12:06:12 PM,,02/07/2015 12:08:54 AM,02/07/2015 12:06:12 PM,,,,"(42.429721, -71.078909)",
1477731,Chelmsford,Line of Sight Obstruction,Closed,"Snow piles are so high on both sides of Turnpike that it makes it impossible to see oncoming traffic on Mill Road from either the right or the left. Very, very dangerous as Mill Rd. is a curved road. Could someone please remove some of those snow piles before the next storm? It is a terrible accident waiting to happen.",,02/10/2015 02:55:46 PM,,02/07/2015 07:35:36 AM,02/10/2015 02:55:46 PM,,,,"(42.5819795, -71.3197519)",
1477721,Marlborough,Other,Closed,The snow is piled on the left corner of Danjou Dr.This is a dangerous situation for traffic pulling out of Danjou Dr on to Farm Rd This is causing a site hazard  at the curvy area of Farm Rd.,,02/13/2015 08:56:55 AM,,02/07/2015 04:43:21 AM,02/13/2015 08:56:55 AM,,,,"(42.3326335, -71.5324286)",
1478426,City of Somerville,Traffic & Parking- Illegal Parking,Acknowledged,Care has been snowed in and hasn't been moved since the blizzard almost three weeks ago.,,,,02/07/2015 08:03:52 PM,02/08/2015 10:05:33 AM,,,,"(42.3952794, -71.1024183)",https://seeclickfix.com/files/issue_images/0028/6384/IMAG0225.jpg
1478423,City of Somerville,Snow- Request DPW to Shovel Public Property,Closed,"Path to crosswalk and crosswalk signs (across from star market) are coveted by snow, making it difficult to cross the street safely.",,02/08/2015 10:36:10 AM,,02/07/2015 08:02:28 PM,02/08/2015 10:36:10 AM,,,,"(42.383026009, -71.1122083291)",https://seeclickfix.com/files/issue_images/0028/6381/IMG_20150207_183942.jpg
1477728,City of Somerville,Snow-Streets not shoveled,Closed,"The sidewalk from St James Episcopal to  Weston Ave on the odd side of Clarendon street (including 5,7,9,11,13, 15, 19, and 21) is an unsafe, icy mess. It will only get worse with more snow. Their porches and steps are clean, and the same attention needs to be paid to the walks.",,02/19/2015 09:59:49 AM,,02/07/2015 06:50:10 AM,02/19/2015 09:59:49 AM,,,,"(42.4030397869, -71.1281603884)",
1478141,Saugus,Snow Removal,Acknowledged,"My neighbor is washing his car in the street when it's 27 degrees out, send salt and someone with common sense to reason with him please",,,,02/07/2015 03:35:29 PM,02/09/2015 09:22:42 AM,,,,"(42.4750781, -71.0011315)",https://seeclickfix.com/files/issue_images/0028/6222/image.jpg
1477769,Saugus,Snow Removal,Acknowledged,"Sidewalks need to be plowed. The sidewalk plow route ALWAYS included Ballard Street. This morning the sidewalk plow was doing Winter Street. I was surprised that it did not also do Ballard, which has always been part of the route map for sidewalk plowing. - P. Manoogian",,,,02/07/2015 09:51:41 AM,02/09/2015 09:22:11 AM,,,,"(42.4524914, -70.9852153)",
1477922,Taunton,Other,Closed,Safety issue. School Bus Stop at wash / jenny lind st. No safe (due to snow)  place for kids to wait for Bus.,,02/19/2015 12:51:39 PM,,02/07/2015 12:41:51 PM,02/19/2015 12:51:39 PM,,,,"(41.922538, -71.093115)",
1477952,Needham,Winter Weather Issues,Closed,"I tried to dig out the hydrant at 36 Oakcrest Rd, but as a 68 year old grandmother, it was not easy, and it is not well done. There is s snow bank in the way, and the hydrant has no flag on it and will be buried in the next storm",,02/12/2015 08:41:12 AM,,02/07/2015 01:26:57 PM,02/12/2015 08:41:12 AM,,,,"(42.275564, -71.246111)",
1478180,Woburn,Street Maintenance,Closed,"We need the snow to be removed at the end of Ashburton Avenue heading onto Main Street You can't see pulling out onto Main Street and I have an SUV., IM very concerned especially having many elderly neighbors.",,02/16/2015 06:35:05 AM,,02/07/2015 04:08:32 PM,02/16/2015 06:35:05 AM,,,,"(42.51547, -71.1580078)",
1478208,Reading,Other,Open,"These 2 cars are parked far away from the curb on a street that is already too narrow due to snow. There is barely enough room for 1 car to pass, let alone 2 and the cars are very close to an intersection",,,,02/07/2015 04:36:34 PM,02/07/2015 04:36:37 PM,,,,"(42.5258180545, -71.1131458651)",https://seeclickfix.com/files/issue_images/0028/6263/1423344615040.jpg
1477751,Town of Grafton,Other,Acknowledged,Follette St at the railroad tracks is down to just over 1 lane because of the snow.  We would appreciate a few passes before we get another foot.  Thanks.,,,,02/07/2015 08:47:00 AM,02/09/2015 11:42:10 AM,,,,"(42.1835523, -71.7141273)",
1478455,Salem,Snow/Ice on Street,Acknowledged,It is an extremely dangerous situation during drop off and pick up at Horace Mann. The lack of snow removal on Loring Ave near the school make it so the kids must walk in the street in order to get into the building.,,,,02/07/2015 08:58:02 PM,02/09/2015 09:34:22 AM,,,,"(42.503471041, -70.8920909086)",
